latitude,longitude,xco2,name,capacity_mw,generation_gwh,est_Gt_co2_emms,est_Gt_co2_atm,Gt_co2
28.49,76.351,403.883982,MAHATMA GANDHI TPP,1320.0,2709.41,0.0025197513,0.0011338880849999999,3154.33389942
28.49,76.351,406.224223,MAHATMA GANDHI TPP,1320.0,6889.57,0.0064073001,0.002883285045,3172.61118163
25.4865,85.7452,400.449466,BARH STPP II,1320.0,4056.0,0.00377208,0.001697436,3127.5103294599994
25.4865,85.7452,404.045131,BARH STPP II,1320.0,7177.0,0.00667461,0.0030035745,3155.59247311
25.4865,85.7452,406.335073,BARH STPP II,1320.0,8778.0,0.00816354,0.003673593,3173.47692013
17.5587,73.167,399.879862,RATNAGIRI GAS,1967.08,1150.497,0.0008053479,0.000362406555,3123.06172222
17.5587,73.167,403.262081,RATNAGIRI GAS,1967.08,4472.098,0.0031304686,0.00140871087,3149.47685261
17.5587,73.167,405.638075,RATNAGIRI GAS,1967.08,4418.715,0.0030931005,0.001391895225,3168.03336575
16.64,80.5504,400.123459,KONDAPALLI GT,1458.0,2024.61,0.0014172269999999999,0.0006377521499999999,3124.96421479
16.64,80.5504,403.618628,KONDAPALLI GT,1458.0,2211.188,0.0015478316,0.00069652422,3152.2614846799997
16.64,80.5504,406.007666,KONDAPALLI GT,1458.0,644.4,0.00045108,0.00020298600000000002,3170.9198714599997
28.7962,77.0706,400.550908,PRAGATI CCCP -III,1371.2,1836.1148,0.00128528036,0.000578376162,3128.3025914799996
28.7962,77.0706,404.240802,PRAGATI CCCP -III,1371.2,1973.374,0.0013813618,0.00062161281,3157.1206636199995
